,timestamp,word
0,2024-03-20T00:00:00Z,Mujhe aaj bahut khushi hai
1,2024-03-20T00:00:00Z,Mujhe uski yaad aa rahi hai
2,2024-03-20T00:00:00Z,Mujhe lagta hai sab theek hai
3,2024-03-20T00:00:00Z,Mujhe kaafi stress ho raha hai
4,2024-03-20T00:00:00Z,Aaj ka din bahut achha tha
5,2024-03-20T00:00:00Z,Usne mujhe ignore kar diya
6,2024-03-20T00:00:00Z,Mujhe thoda bura lag raha hai
7,2024-03-20T00:00:00Z,Padhai bahut zyada ho rahi hai
8,2024-03-20T00:00:00Z,Main aaj badi khush hoon
9,2024-03-20T00:00:00Z,Ghar par sab theek hai
10,2024-03-20T00:00:00Z,Mujhe kuch samajh nahi aa raha
11,2024-03-20T00:00:00Z,Kal test hai
12,2024-03-20T00:00:00Z,Mujhe uski yaad bahut aati hai
13,2024-03-20T00:00:00Z,Mujhe ghar jaana hai
14,2024-03-20T00:00:00Z,Mujhe lag raha hai mujhe bukhaar hai
15,2024-03-20T00:00:00Z,Padhai ka load zyada ho raha hai
16,2024-03-20T00:00:00Z,Main aaj bohot khush hoon
17,2024-03-20T00:00:00Z,Usne mere saath dhoka kiya
18,2024-03-20T00:00:00Z,Aaj mausam bahut achha hai
19,2024-03-20T00:00:00Z,Mujhe test ke liye stress ho raha hai
20,2024-03-20T00:00:00Z,Mujhe ppt ke liye stress ho raha hai
21,2024-03-20T00:00:00Z,Mujhe aaj bohot accha laga
22,2024-03-20T00:00:00Z,Mujhe unka message nahi mila
23,2024-03-20T00:00:00Z,Mujhe thodi si bimar hai
24,2024-03-20T00:00:00Z,padhai samjhne mein mushkil ho rahi hai
25,2024-03-20T00:00:00Z,Maine aaj shopping ki
26,2024-03-20T00:00:00Z,Usne mujhse jhoot bola
27,2024-03-20T00:00:00Z,Aaj sab kuch theek thaak hai
28,2024-03-20T00:00:00Z,Mujhe class mein zyada kaam mila hai
29,2024-03-20T00:00:00Z,Arey boht sara padhna hai
30,2024-03-21T00:00:00Z,Usne mujhe gift diya
31,2024-03-21T00:00:00Z,Mujhe thoda gussa aa raha hai
32,2024-03-21T00:00:00Z,Mujhe yahan acha nahi lag raha hai
33,2024-03-21T00:00:00Z,Aaj kaafi achha din tha
34,2024-03-21T00:00:00Z,Usne mere sapne tode
35,2024-03-21T00:00:00Z,Mujhe neend aa rahi hai
36,2024-03-21T00:00:00Z,Life mein tension ho rahi hai
37,2024-03-21T00:00:00Z,Mujhe aaj party mein jaana hai
38,2024-03-21T00:00:00Z,Usne mere dil ko dukhaya
39,2024-03-21T00:00:00Z,Mujhe kuch samajh nahi aa raha hai
40,2024-03-21T00:00:00Z,Mujhe office mein bahut pressure hai
41,2024-03-21T00:00:00Z,Usne mujhe ignore kiya
42,2024-03-21T00:00:00Z,Mujhe ghar ki yaad aa rahi hai
43,2024-03-21T00:00:00Z,Kaam ka load zyada hai
44,2024-03-21T00:00:00Z,Mujhe aaj kuch khushi nahi ho rahi
45,2024-03-21T00:00:00Z,Usne mera dil dukhaya
46,2024-03-21T00:00:00Z,Aaj kaafi normal din tha
47,2024-03-21T00:00:00Z,Mujhe aaj bahut achha laga
48,2024-03-21T00:00:00Z,Mujhe thoda bukhaar hai
49,2024-03-21T00:00:00Z,Usne mujhe gift diya
50,2024-03-21T00:00:00Z,Mujhe kaam karne mein tension ho rahi hai
51,2024-03-21T00:00:00Z,Usne mujhe ignore kar diya
52,2024-03-21T00:00:00Z,Mujhe ghar jaana hai
53,2024-03-21T00:00:00Z,Rehne mein mushkil ho rahi hai
54,2024-03-21T00:00:00Z,Maine aaj kuch naya seekha
55,2024-03-21T00:00:00Z,Usne mujhse baat nahi ki
56,2024-03-21T00:00:00Z,Backlog boht ho raha hai
57,2024-03-21T00:00:00Z,Usne mujhe hurt kiya
58,2024-03-21T00:00:00Z,Mujhe aaj kuch samajh nahi aa raha
59,2024-03-21T00:00:00Z,Mujhe kaam mein tension ho rahi hai
60,2024-03-22T00:00:00Z,Usne mere saath cheat kiya
61,2024-03-22T00:00:00Z,Kaam karne mein mushkil ho rahi hai
62,2024-03-22T00:00:00Z,kuch samajh nahi aa raha
63,2024-03-22T00:00:00Z,Kaam ka bojh zyada ho raha hai
64,2024-03-22T00:00:00Z,Usne mujhe hurt bhot kiya
65,2024-03-22T00:00:00Z,Mujhe thoda bhot gussa aa raha hai
66,2024-03-22T00:00:00Z,Kaam karne mein maza aa raha hai
67,2024-03-22T00:00:00Z,Aaj ki subah bahut khushnuma thi
68,2024-03-22T00:00:00Z,Mujhe uski yaad bahut aa rahi hai
69,2024-03-22T00:00:00Z,Sab kuch normal lag raha hai
70,2024-03-22T00:00:00Z,Kaam ka pressure badh gya hai
71,2024-03-22T00:00:00Z,Main aaj bada khush hoon
72,2024-03-22T00:00:00Z,Usne mujhe dukh diya
73,2024-03-22T00:00:00Z,kuch alag feel ho raha hai
74,2024-03-22T00:00:00Z,Coaching mein kaafi stress hai
75,2024-03-22T00:00:00Z,Mujhe aaj bada khushi hua
76,2024-03-22T00:00:00Z,Ghar par sab kuch theek hai
77,2024-03-22T00:00:00Z,Mujhe ab samajh aaya
78,2024-03-22T00:00:00Z,Exams ki tension ho rahi hai
79,2024-03-22T00:00:00Z,Thoda sa bimar lag raha hai
80,2024-03-22T00:00:00Z,sab theek hai
81,2024-03-22T00:00:00Z,test acha gaya
82,2024-03-22T00:00:00Z,rank gir gayi
83,2024-03-22T00:00:00Z,sahi chal raha hai
84,2024-03-22T00:00:00Z,padhai nahi ho pa rahi
85,2024-03-22T00:00:00Z,room acha hai
86,2024-03-22T00:00:00Z,Uska message nahi aaya
87,2024-03-22T00:00:00Z,abhi to marks theek aye hain
88,2024-03-22T00:00:00Z,khana bilkul acha nahi hai
89,2024-03-22T00:00:00Z,Aaj to mithai mili
90,2024-03-23T00:00:00Z,Usne sapne tod diye
91,2024-03-23T00:00:00Z,Neend aa rahi hai
92,2024-03-23T00:00:00Z,teacher ko padhana nahi ata
93,2024-03-23T00:00:00Z,Yahan kaafi pressure hai
94,2024-03-23T00:00:00Z,ghar ke khane ki yaad a rahi hai
95,2024-03-23T00:00:00Z,mann nahi lag raha
96,2024-03-23T00:00:00Z,Usne dhoka diya
97,2024-03-23T00:00:00Z,Din normal guzra
98,2024-03-23T00:00:00Z,Ghar jaana hai
99,2024-03-23T00:00:00Z,Kaam ka pressure badh raha hai
100,2024-03-23T00:00:00Z,Gussa aa raha hai
101,2024-03-23T00:00:00Z,koi friend hi nahi hai
102,2024-03-23T00:00:00Z,aaj teacher ne taareef kari
103,2024-03-23T00:00:00Z,Usne jhoot bola
104,2024-03-23T00:00:00Z,Mujhe tension ho rahi hai
105,2024-03-23T00:00:00Z,friend ke sath ghumne gaya
106,2024-03-23T00:00:00Z,friend se ladai ho gayi
107,2024-03-23T00:00:00Z,coaching ke teacher hain
108,2024-03-23T00:00:00Z,teacher ne class ke bahar pakad liya
109,2024-03-23T00:00:00Z,dost ne treat di
110,2024-03-23T00:00:00Z,friend ke sath rehta hun
111,2024-03-23T00:00:00Z,marks hi nahi aate
112,2024-03-23T00:00:00Z,aj to coaching ka off tha
113,2024-03-23T00:00:00Z,coaching pe kisi ne suicide kar liya
114,2024-03-23T00:00:00Z,coaching sahi chal rahi hai
115,2024-03-23T00:00:00Z,padhne ka time nahi mil raha
116,2024-03-23T00:00:00Z,coaching par party thi
117,2024-03-23T00:00:00Z,teacher ne dhyan hi nahi diya
118,2024-03-23T00:00:00Z,Mujhe aaj kuch alag feel ho raha hai
119,2024-03-23T00:00:00Z,class mein kaafi stress hai
120,2024-03-24T00:00:00Z,aaj bahut khushi hai
121,2024-03-24T00:00:00Z,uski yaad aa rahi hai
122,2024-03-24T00:00:00Z,sab theek lag rahah hai
123,2024-03-24T00:00:00Z,kaafi stress ho raha hai
124,2024-03-24T00:00:00Z,din bahut achha tha
125,2024-03-24T00:00:00Z,ignore kar diya usne mujhe
126,2024-03-24T00:00:00Z,Mujhe bura lag raha hai
127,2024-03-24T00:00:00Z,class me Padhai zyada ho rahi hai
128,2024-03-24T00:00:00Z,Main aaj boht khush hoon
129,2024-03-24T00:00:00Z,Ghar me sab theek hai
130,2024-03-24T00:00:00Z,kal test hi hai
131,2024-03-24T00:00:00Z,uski yaad bahut aati hai
132,2024-03-24T00:00:00Z,ghar jaana hai
133,2024-03-24T00:00:00Z,mujhe bukhaar tha
134,2024-03-24T00:00:00Z,coaching me accha nahi padha rahe
135,2024-03-24T00:00:00Z,aaj ka din accha gya
136,2024-03-24T00:00:00Z,mausam achha hai
137,2024-03-24T00:00:00Z,test ka stress hai
138,2024-03-24T00:00:00Z,ppt nahi ban rahi hai
139,2024-03-24T00:00:00Z,aaj jada accha laga
140,2024-03-24T00:00:00Z,unka message nahi aya
141,2024-03-24T00:00:00Z,main bimar hoon
142,2024-03-24T00:00:00Z,padhai nahi ho rahi hai
143,2024-03-24T00:00:00Z,maine shopping ki
144,2024-03-24T00:00:00Z,Usne jhoot bola uske liye
145,2024-03-24T00:00:00Z,Aaj sab badiya hai
146,2024-03-24T00:00:00Z,class mai aaj zyada kaam hai
147,2024-03-24T00:00:00Z,aaj bohot padhna hai
148,2024-03-24T00:00:00Z,mujhe aaj bohot khushi mili
149,2024-03-24T00:00:00Z,mujhe gift mila
150,2024-03-25T00:00:00Z,Mujhe gussa aa raha hai
151,2024-03-25T00:00:00Z,yahan acha nahi lag raha hai
152,2024-03-25T00:00:00Z,Aaj ka din aacha tha
153,2024-03-25T00:00:00Z,tumne mere sapne tode
154,2024-03-25T00:00:00Z,neend aa rahi hai
155,2024-03-25T00:00:00Z,tension boht hai
156,2024-03-25T00:00:00Z,aaj to party mein jaana hai
157,2024-03-25T00:00:00Z,life mein bahut pressure hai
158,2024-03-25T00:00:00Z,Main badi khush hoon
159,2024-03-25T00:00:00Z,tumne mujhe ignore kiya
160,2024-03-25T00:00:00Z,aaj ghar ki yaad aa rahi hai
161,2024-03-25T00:00:00Z,project ka load zyada hai
162,2024-03-25T00:00:00Z,life mein koi khushi nahi hai
163,2024-03-25T00:00:00Z,project chal hi nahi raha
164,2024-03-25T00:00:00Z,Aaj ka din normal tha
165,2024-03-25T00:00:00Z,Mujhe kaafi stress hai
166,2024-03-25T00:00:00Z,aaj boht achha laga
167,2024-03-25T00:00:00Z,tumne mere saath cheat kiya
168,2024-03-25T00:00:00Z,Mujhe aaj bukhaar hai
169,2024-03-25T00:00:00Z,Kaam mein mushkil hai
170,2024-03-25T00:00:00Z,Main aaj jyada khush hoon
171,2024-03-25T00:00:00Z,tumne mujhe gift diya
172,2024-03-25T00:00:00Z,Aaj ka din acha tha
173,2024-03-25T00:00:00Z,Mujhe kaam ki tension hai
174,2024-03-25T00:00:00Z,Main aaj jyada khush hu
175,2024-03-25T00:00:00Z,Usne ignore kara
176,2024-03-25T00:00:00Z,Main ghar jaa raha hu
177,2024-03-25T00:00:00Z,yaha rehena bahut muskil hai
178,2024-03-25T00:00:00Z,Maine aaj kuch accha seekha
179,2024-03-25T00:00:00Z,mujhse baat nahi ki
180,2024-03-26T00:00:00Z,Backlog boht ho gye
181,2024-03-26T00:00:00Z,Main khush hoon aaj
182,2024-03-26T00:00:00Z,tumne mujhe hurt kiya
183,2024-03-26T00:00:00Z,Mujhe gussa bhot aata hai
184,2024-03-26T00:00:00Z,Aaj din achha tha
185,2024-03-26T00:00:00Z,tumne jhoot bola
186,2024-03-26T00:00:00Z,aaj kuch samajh nahi aa raha
187,2024-03-26T00:00:00Z,Mujhe boht tension ho rahi hai
188,2024-03-26T00:00:00Z,Main bohot khush hoon aaj
189,2024-03-26T00:00:00Z,thoda bukhaar hai aaj
190,2024-03-26T00:00:00Z,Kaam mein boht mushkil hai
191,2024-03-26T00:00:00Z,Mujhe bahut khushi hui
192,2024-03-26T00:00:00Z,mujhe ignore kiya usne
193,2024-03-26T00:00:00Z,Mujhe ghar jaana chahiye
194,2024-03-26T00:00:00Z,Kaam karne mein mushkil hai
195,2024-03-26T00:00:00Z,Maine aaj accha seekha
196,2024-03-26T00:00:00Z,usne aaj baat nahi ki
197,2024-03-26T00:00:00Z,life samajh nahi aa rahi
198,2024-03-26T00:00:00Z,Kaam ka bojh zyada hai
199,2024-03-26T00:00:00Z,mujhe bhot hurt huaa
200,2024-03-26T00:00:00Z,bhot gussa aa raha hai
201,2024-03-26T00:00:00Z,Kaam main maza aa raha hai
202,2024-03-26T00:00:00Z,Aaj din badiya tha
203,2024-03-26T00:00:00Z,mujhse usne jhoot bola
204,2024-03-26T00:00:00Z,kaam ki tension hai
205,2024-03-26T00:00:00Z,Aaj subah ka mausam aacha tha
206,2024-03-26T00:00:00Z,uski yaad boht aa rahi hai
207,2024-03-26T00:00:00Z,Sab kuch normal hai
208,2024-03-26T00:00:00Z,aaj mein boht khush hoon
209,2024-03-26T00:00:00Z,mein dukhi hoon
210,2024-03-27T00:00:00Z,aaj alag feel ho raha hai
211,2024-03-27T00:00:00Z,Coaching mein tension hai
212,2024-03-27T00:00:00Z,ab samajh aaya
213,2024-03-27T00:00:00Z,Exams ki tension hai
214,2024-03-27T00:00:00Z,ghar ki yaad aa rahi hai
215,2024-03-27T00:00:00Z,Thoda bimar hoon
216,2024-03-27T00:00:00Z,sab theek chal hai
217,2024-03-27T00:00:00Z,test sahi gaya
218,2024-03-27T00:00:00Z,rank aachi nahi aayi
219,2024-03-27T00:00:00Z,sb sahi hai
220,2024-03-27T00:00:00Z,padhai nahi kar pa rahi
221,2024-03-27T00:00:00Z,room badiya hai
222,2024-03-27T00:00:00Z,teacher message nahi dekhte
223,2024-03-27T00:00:00Z,aaj marks aache hain
224,2024-03-27T00:00:00Z,khana acha nahi mil raha
225,2024-03-27T00:00:00Z,Aaj khane mai mithai hai
226,2024-03-27T00:00:00Z,mere sapne tod diye
227,2024-03-27T00:00:00Z,Neend boht aati hain
228,2024-03-27T00:00:00Z,teacher ka samjh main nahi ata
229,2024-03-27T00:00:00Z,aaj toh party hain
230,2024-03-27T00:00:00Z,Yahan kaafi tension hai
231,2024-03-27T00:00:00Z,gharwalo ki yaad aa rahi hai
232,2024-03-27T00:00:00Z,mann nahi hain
233,2024-03-27T00:00:00Z,mujhe dhoka mila
234,2024-03-27T00:00:00Z,Din normal tha
235,2024-03-27T00:00:00Z,Usne mujhe cheat kiya
236,2024-03-27T00:00:00Z,coaching jaana hai
237,2024-03-27T00:00:00Z,Kaam mein mushkil ho rahi hai
238,2024-03-27T00:00:00Z,Aaj kuch naya seekha
239,2024-03-27T00:00:00Z,maine aaj baat nahi ki
240,2024-03-28T00:00:00Z,thoda samajh nahi aa raha
241,2024-03-28T00:00:00Z,Kaam ka stress badh raha hai
242,2024-03-28T00:00:00Z,Mujhe khushi ho rahi hain
243,2024-03-28T00:00:00Z,tumne mujhe bhot hurt kiya
244,2024-03-28T00:00:00Z,mein gussa hoon
245,2024-03-28T00:00:00Z,koi friend hi nahi mila
246,2024-03-28T00:00:00Z,aaj meri taareef huyi
247,2024-03-28T00:00:00Z,mein tension mai hoon
248,2024-03-28T00:00:00Z,friend se mila
249,2024-03-28T00:00:00Z,friend ne cheat kiya
250,2024-03-28T00:00:00Z,coaching ke teacher aache hain
251,2024-03-28T00:00:00Z,teacher ne class ke bahar dekh liya
252,2024-03-28T00:00:00Z,dost ne party di
253,2024-03-28T00:00:00Z,tumne mujhse baat nahi ki
254,2024-03-28T00:00:00Z,friend ke sath hoon
255,2024-03-28T00:00:00Z,marks nahi aa rahe hain
256,2024-03-28T00:00:00Z,aj to coaching nahi jana
257,2024-03-28T00:00:00Z,coaching mai suicide hua hain
258,2024-03-28T00:00:00Z,coaching theek chal rahi hai
259,2024-03-28T00:00:00Z,padhne ka time nahi hai
260,2024-03-28T00:00:00Z,coaching par party hogi
261,2024-03-28T00:00:00Z,teacher ka dhyan nahi diya
262,2024-03-28T00:00:00Z,class mein boht stress hai
